COURSE,DESTINATION,DWT,ELAPSED,FLAG,GT_SHIPTYPE,HEADING,LAT,LENGTH,LON,L_FORE,ROT,SHIPNAME,SHIPTYPE,SHIP_ID,SPEED,STATUS_NAME,TYPE_IMG,TYPE_NAME,WIDTH,W_LEFT
266,OMSOH,55621,146,PA,6,269,23.854975,189,63.693047,162,,TK ORTAKOY,7,463918,113,,,,32,19
204,ZAKUM,54141,567,LU,73,304,25.043776,181,53.717342,32,,CHARLES DARWIN,3,297935,1,,,,40,22
200,IRBND,53565,153,IR,6,,27.146708,190,56.062004,167,,ARSHAM,7,657884,192,,,,32,22
108,CHINA,53565,534,IR,6,,24.713062,190,60.450569,160,,BASKAR,7,657848,95,,,,32,16
105,,,499,,,,24.686829,,60.548626,,,[SAT-AIS],7,T1RNNU5qVTJPVE01TmpVMk9UTTVOZz09LWZiRWdJSWxETWhKdm1sSkNPQ1IvVUE9PQ==,96,Underway using Engine,7,Cargo Vessel,,
129,IN ENR,53503,35,IN,19,,24.963125,227,58.184776,188,,NANDA DEVI,8,374107,17,,,,36,20
283,SA DMM,52455,28,PA,6,278,24.316973,189,62.695881,162,0,GRAMMY BRAVE,7,335100,113,,,,32,16
99,VN HPH,52344,64,PA,6,98,24.898727,189,58.507072,163,0,SEA PEARL,7,335526,81,,,,32,16
251,SOHAR,52261,32,PW,6,175,24.396999,190,56.873055,161,0,ZX GLORY,7,654986,0,,,,32,12
92,INMUN,50900,747,IN,11,94,23.510443,260,62.106586,195,0,SSL BRAHMAPUTRA,7,757301,123,,,,32,16
270,KARACHI,50344,521,PA,6,,24.670429,189,66.214386,167,,CHORUS V,7,9594965,103,,,,32,13
266,,,255,,,,24.636255,,65.403206,,,[SAT-AIS],7,TXpVd01EYzNNelV3TURjM016VXdNQT09LUtjdFlyazZSa0loWGFESEZlNFdDVFE9PQ==,108,Underway using Engine,7,Cargo Vessel,,
284,DAMMAM,50296,90,PA,6,,22.06855,189,66.797401,163,,FU HUA,7,727202,88,,,,32,14
201,FOR ORDERS,50209,90,MT,88,213,23.50629,183,60.804081,149,,KOURION,8,465906,25,,,,32,10
262,IN HZR,50113,160,MH,88,,22.967968,183,63.874065,149,,AGISILAOS,8,7565526,118,,,,32,10
335,AEFJR,49999,32,MH,88,,20.775934,183,61.196285,149,,ELANDRA SEA,8,725920,128,,,,32,8
97,CNXMG,49995,160,SG,88,,23.219259,182,63.946365,148,,MARITIME AMITY,8,6456627,113,,,,35,11
105,,,1100,,,,22.994768,,63.347107,,,[SAT-AIS],8,TWpJNE5Ea3dNakk0TkRrd01qSTROQT09LXczenRUeStrYzZkSmtNekozaklOS2c9PQ==,103,Underway using Engine,8,Tanker,,
4,AEFJR,49990,34,MH,88,,21.76017,183,60.715466,146,,YASA SEAGULL,8,4797021,22,,,,32,13
268,SIKKA ANCHORAGE,49836,138,KY,88,,22.829212,182,68.416031,147,,SAIPH,8,9161553,123,,,,32,12
255,IR BUZ,49288,28,IR,88,321,28.996759,183,50.831558,147,0,MATISA,8,5735098,81,,,,32,8
271,JUB SA,48309,32,PA,88,270,24.152384,182,64.960014,149,0,ELKOR,8,757593,116,,,,32,16
290,AE JEA,47267,35,LR,11,,24.152308,239,57.678726,185,,HANSA EUROPE,7,142785,123,,,,32,21
306,SOHAR,47198,168,GN,88,,21.667089,182,63.980389,145,,NOBLE,8,8951314,103,,,,32,23
184,COCHIN,47141,74,IN,71,184,20.843908,182,68.699471,144,,SANMAR SANTOOR,8,713348,105,,,,32,16
166,JUBAIL,46308,34,PA,88,,28.612267,183,50.138119,142,,SWIFT FALCON,8,714687,130,,,,32,14
95,SIN SG,46166,120,PA,88,,24.697889,181,60.638683,144,,QUARTZ,8,5892443,93,,,,32,16
129,KW SAA,45862,254,PA,6,130,27.977882,188,50.773735,159,0,PRINCESS SUZAN,7,373152,88,,,,31,17
279,SA RAZ,45471,30,SA,88,35,27.700108,182,49.44408,156,,NCC SAMA,8,475445,0,,,,32,8
274,AE JEA TO KW SAA,44593,29,PA,9,274,28.868893,185,49.196507,163,0,JIN XING YUAN,7,649992,100,,,,32,16
241,PKPQ1,42011,104,LR,11,241,23.410954,230,64.582947,178,4,HANSA AFRICA,7,758339,172,,,,32,16
324,KWSAA,42000,29,MT,11,323,28.471014,230,50.187511,180,0,CMA CGM DIAMOND,7,758006,130,,,,32,8
294,JEBEL ALI,41740,98,SG,11,293,23.843349,199,64.004242,181,2,X PRESS ALTAIR,7,7335002,141,,,,35,12
133,AUGEX,39685,34,LR,6,,21.559732,179,62.328358,154,,AFRICAN ROLLER,7,3503581,106,,,,30,11
240,QAHMD,39418,28,SG,11,243,25.735195,222,53.158863,175,0,GFS PRESTIGE,7,713791,125,,,,30,14
32,HASBAH OIL FIELD ANC,38695,33,SA,13,331,28.166018,190,49.916798,152,,RAWABI INTEGRITY,3,148025,0,,,,28,14
108,SINGAPORE,38537,524,HK,9,,24.716652,179,60.50716,154,,KSL ANYANG,7,1481503,110,,,,30,9
299,SAJUB,37500,338,HR,6,293,23.548313,189,62.728012,164,-8,AP ZATON,7,209264,126,,,,28,15
288,,,75,,,,23.946667,,61.836666,,,[SAT-AIS],7,T0RJeE16RTNPREl4TXpFM09ESXhNdz09LUdrT2ZRdklDek5MdUUyWktjT2s3Snc9PQ==,110,Underway using Engine,7,Cargo Vessel,,
159,FOR ORDERS,37488,103,LR,6,,22.609777,179,68.015167,153,,KEN MOONYS,7,3816230,116,,,,29,10
251,DUBAI FOR ORDERS,37320,1389,PA,88,237,23.231451,180,65.763901,148,0,KOSOVA,8,278295,16,,,,32,22
29,KWSAA,34083,28,LR,11,30,28.209606,208,49.750107,180,0,MSC POSITANO,7,3279,111,,,,29,21
0,SA RAZ,33526,30,PA,16,359,27.553825,174,49.208557,146,,CHEMROAD JOURNEY,8,3485989,0,,,,27,21
235,SAJED,32936,32,SG,11,,21.237417,213,61.130199,168,,WAN HAI 311,7,726504,131,,,,32,16
192,BH MIN,32922,674,MH,6,341,26.149477,177,50.757313,152,,SEAHOPE,7,126085,0,,,,28,14
100,SHUWAYKH,30346,30,MT,4,100,29.350206,199,47.918793,184,0,PARANDOWSKI,7,121452,0,,,,27,18
107,COLOMBO,30196,839,TH,6,106,24.533827,178,59.342628,142,0,MAYUREE NAREE,7,734405,96,,,,28,8
103,,,709,,,,24.426069,,59.705093,,,[SAT-AIS],7,T1RNM01qTTBPVE0zTWpNME9UTTNNZz09LWlsb2hQVVdTZmhWQU53TTRGRkRDT1E9PQ==,93,Underway using Engine,7,Cargo Vessel,,
312,AE JEBEL ALI,29370,31,PA,11,,20.728252,167,65.820946,153,,CHI QIANG CHENG XING,7,8925447,78,,,,27,19
122,LKCMB,29091,332,CN,11,,23.211985,171,60.843914,165,,HAO BO 01,7,9399572,150,,,,27,14
128,,,76,,,,22.596666,,61.726665,,,[SAT-AIS],7,T0RJME9EY3dPREkwT0Rjd09ESTBPQT09LXZMUHgrU3U2YWU3YlpkaFNkUTFRc1E9PQ==,130,Underway using Engine,7,Cargo Vessel,,
99,IN IXY,28414,90,LR,6,,24.184683,169,60.441883,143,,LIBERATOR,7,756317,96,,,,27,20
280,UMM SHAIF FIELD,28270,30,AE,160,330,25.20923,196,53.174484,25,0,DLS 4200,3,680239,0,,,,43,10
114,IN IXY,28104,69,SG,19,,24.127739,180,60.021248,150,,SAKURA SPIRIT,8,4867927,135,,,,28,10
295,,,597,,,,22.521667,,66.695,,,[SAT-AIS],7,TlRBMU16UTNOVEExTXpRM05UQTFNdz09LWZQL1NlV1cydVArU3RkMWpTWENkM1E9PQ==,100,Underway using Engine,7,Cargo Vessel,,
73,CJK,27292,322,CN,9,74,23.13987,179,62.84008,160,3,XING FU SONG,7,566702,138,,,,27,12
289,INHZR,27258,92,KN,6,290,21.974333,167,65.865501,0,0,DENIZ ID,7,414741,70,,,,26,0
279,OM DQM,26617,63,IN,16,,22.125038,165,68.117027,112,,JAL GARUDA,8,766606,85,,,,26,20
257,AERUW,26424,29,IN,19,260,25.173115,174,53.537266,138,0,GREEN ASHA,8,753747,126,,,,28,20
115,LKCMB,24195,74,MH,11,,25.531931,172,57.331097,128,,SAFEEN PIONEER,7,4003328,128,,,,30,10
311,IQ UQR,24166,29,LR,11,313,28.558992,182,50.258507,139,0,TB JINJIANG,7,571634,126,,,,28,14
244,OMSLL,23750,31,SA,11,,21.195467,171,66.104446,133,,FOLK JEDDAH,7,7813976,115,,,,27,9
276,KFK.UAE,23293,31,PA,19,,21.60887,159,66.05896,134,,NEEL,8,755913,86,,,,26,13
89,PKBQM,23226,31,SG,11,90,24.669861,172,58.772835,162,0,X PRESS SALWEEN,7,6607676,118,,,,28,19
290,IN PAV,22844,251,LR,19,,21.158154,159,66.388367,127,,NAVIGATOR LEO,8,3262910,111,,,,25,14
269,,22800,33,LR,147,,28.435766,73,49.165234,20,,ADMARINE 688,3,730017,0,,,,68,22
89,SINGAPORE,22407,28,PA,16,92,27.250509,149,50.659298,125,0,CHEMSTAR RIVER,8,5025857,120,,,,24,16
0,BE ANR,22331,32,CN,139,281,24.303663,186,54.47028,36,,ZHE SHAN,7,7838152,0,,,,46,23
73,RAS AL KHEIMAH,21200,29,CY,73,128,25.796133,136,55.953106,24,0,WILLEM VAN ORANJE,3,125205,0,,,,28,12
279,BHSIT,21117,446,PA,88,,21.125395,149,67.350731,120,,CHEMSTAR TIERRA,8,5462827,106,,,,24,16
103,FJR,20832,37,PA,16,25,28.336559,147,53.881847,126,0,PVT JUPITER,8,712711,425,,,,24,17
112,AE JEA>CN LYG,20766,33,NO,122,,21.147835,199,63.361168,26,,HOEGH TRAPPER,7,6791640,167,,,,40,24
285,SA JUB,19999,730,NO,88,284,22.864218,145,68.730164,117,2,MELDERSKIN,8,3747555,111,,,,24,9
97,AE JEA >> IN IXY,19997,780,KR,88,98,23.691151,147,62.278519,117,0,FREESIA,8,314879,126,,,,24,18
98,,,714,,,,23.659767,,62.525299,,,[SAT-AIS],8,TmpBeU9USTVOakF5T1RJNU5qQXlPUT09LWE5MEYyYTRNbVBEUWlWOUY4UVdKZXc9PQ==,126,Underway using Engine,8,Tanker,,
103,IN KRI,19922,44,PA,42,109,23.781965,149,59.95816,118,0,INUYAMA,7,458586,111,,,,24,17
297,JUBAIL SA,19862,29,HK,88,297,26.515724,145,53.514042,122,0,RUICO SAPPHIRE,8,3598924,126,,,,23,17
88,INMUN,19772,174,PA,88,92,23.959759,144,61.942135,114,,SG FRIENDSHIP,8,407460,108,,,,24,14
133,SG SIN PEBGA,19115,29,PA,122,134,27.736132,199,50.810032,24,0,SARA LEADER,7,5567345,182,,,,36,32
,B.BUSHEHR,18315,29,IR,6,,28.97776,148,50.700848,119,,HANZA,7,722003,0,,,,22,7
107,AE KLF,18135,1314,PA,11,106,23.217192,158,65.114975,140,0,PROSPECT,7,9045256,95,,,,22,11
132,,,596,,,,22.725,,67.186668,,,[SAT-AIS],7,TlRFM05Ua3pOVEUzTlRrek5URTNOUT09LWVWMk90a0tnbFlFYXJ2QjdER25zV3c9PQ==,90,Underway using Engine,7,Cargo Vessel,,
293,OMSOH,18058,935,PA,12,,21.31728,199,66.11116,33,,GRAND DIAMOND,7,462526,158,,,,32,9
292,,,707,,,,21.6758,,65.051918,,,[SAT-AIS],7,TmpVMU1qWTJOalUxTWpZMk5qVTFNZz09LXkxZEdtRmM1Q2ZnYTVVdXFRc2xOUkE9PQ==,162,Underway using Engine,7,Cargo Vessel,,
174,HAIL & GHASHA,17650,48,MH,160,171,24.52087,151,52.901237,108,,SAFEEN 3000,3,708595,0,,,,41,16
119,KAZ ANCHORAGE,16755,28,TG,88,,29.826727,142,48.446583,100,,CABRI,8,465179,69,,,,22,15
284,PK KHI,16465,436,KR,88,,24.949684,149,66.113335,121,,DAEWON,8,412884,75,,,,22,7
275,,,292,,,,24.996662,,65.772789,,,[SAT-AIS],8,TnpVeE9ETTVOelV4T0RNNU56VXhPQT09LVp4MEdOQy9JQ2ZSdUttVnR6MUZ3NUE9PQ==,83,Underway using Engine,8,Tanker,,
100,MUNDRA,14880,417,PA,11,101,24.487879,133,62.98856,32,0,NEWDISCOVERER,7,9262106,90,,,,24,12
330,IRBUZ,13772,35,IR,11,,26.348606,147,56.825275,137,,SHAYAN 1,7,658714,70,,,,23,11
327,IR-BKM,13739,29,IR,11,328,27.653215,147,51.243942,137,-2,YARAN,7,657683,64,,,,23,10
199,RAS LAFFAN,13592,30,LR,132,347,25.740589,158,51.732307,16,0,HONG KUN MEI GUI,3,725901,0,,,,28,14
269,DUBENDI,13470,88,AZ,71,143,40.442833,149,50.283504,137,0,SHAH ISMAYIL KHATAI,8,659121,0,,,,17,13
34,146 AREA,13451,30,AZ,71,350,40.238354,149,49.971615,135,0,PRS HEYDAR ALIYEV,8,659034,0,,,,17,17
280,SOHAR,13051,120,PA,88,,24.518951,128,61.184544,109,,PVT ELENA,8,712618,93,,,,20,10
237,DUBENDI,13030,367,AZ,71,348,40.519718,150,50.279282,140,0,KOROGLU,8,659159,0,,,,17,16
51,AZSAN,12365,40,KZ,71,359,40.192799,149,49.607433,130,0,KAZAKHSTAN,8,666160,0,,,,17,9
204,OFFSHORE GUARD OB,9820,28,FR,118,38,23.829937,140,57.865906,33,0,ILE DE BATZ,3,171692,1,,,,23,11
276,KARACHI PK,9750,1247,PA,11,,24.697687,132,66.431793,113,,AN YANG,7,7236411,79,,,,20,11
0,QA HAMAD,8776,30,CN,27,346,25.329229,108,51.71833,15,0,BO RUN XIAN FENG,7,561220,1,,,,26,11
156,SHAH DENIZ,8452,36,AZ,106,47,39.783283,97,50.439007,18,-14,ISTIGLAL,3,658977,5,,,,71,47
30,TU KRZ,8132,42,RU,9,320,41.4753,141,52.570602,120,0,TIMOFEY GALANIN,7,8108066,1,,,,17,10
172,KARABOGAZ,8131,249,RU,9,75,41.524281,141,52.572433,119,0,ASTROL 6,7,6692683,0,,,,16,9
33,TR KRW,8117,29,RU,9,30,39.939415,141,53.019005,118,0,PETROTRANS 5905,7,6408635,50,,,,16,9
134,ZULUF 2090,8018,63,TV,95,135,28.101217,119,49.434433,35,0,POSH DEEP C,3,149059,88,,,,27,13
149,OKAREM,7970,49,IR,71,239,38.158752,141,53.591034,115,,ZAL PARS 3,8,9284798,0,,,,16,9
212,SANGACHAL,7950,37,AZ,71,305,39.817902,141,52.937733,124,0,KHODJAVAND,8,659003,0,,,,16,1
100,SINGAPORE,7481,33,AG,9,,21.613873,119,63.19397,110,,RIVER MAS,7,360639,103,,,,20,10
327,PKBQM,7154,29,PA,11,322,23.784229,242,67.180161,179,0,MSC SABRINA III,7,418044,101,,,,19,13
0,NEKA,6750,223,IR,9,347,36.840332,139,53.27058,118,0,GILDA,7,658533,0,,,,16,3
162,AMIRABAD,6093,28,IR,9,163,40.179031,123,52.567261,109,0,SITKA,7,379198,55,,,,16,9
228,ALYAT,5991,1205,AZ,12,227,40.010624,154,49.818501,35,2,SHAHDAG,7,659265,113,,,,18,13
123,IN IXY,5560,313,RU,144,,24.600275,100,62.989449,91,0,CRYSTAL VLADIVOSTOK,7,206340,116,,,,18,11
158,ALYAT,5509,386,AZ,9,39,39.927311,108,49.500355,97,0,SHAIR SABIR,7,460506,0,,,,16,16
136,,5005,31,PA,182,275,29.239189,70,48.341915,44,0,ORIENTAL PHOENIX,3,5294460,0,,,,42,30
189,B KHAMIR,5002,28,TG,139,232,26.955954,105,55.652355,6,0,PLUTO,7,9119294,0,,,,21,5
144,,,707,,,,25.33296,,60.547482,,,[SAT-AIS],8,TWpJeE9UZzNNakl4T1RnM01qSXhPUT09LUpyWVJhM3EyMkZZU2lCbVN4Z3JoeEE9PQ==,1,Underway using Engine,8,Tanker,,
193,MOMBASA,4923,32,PA,15,,21.217752,101,59.679173,78,,RMS 1,8,554974,68,,,,16,3
92,LENGEH,4700,28,TG,139,320,26.550159,107,54.886906,15,0,SATURN,7,8088943,0,,,,21,11
133,RAS LAFFAN ANCH,4406,53,VU,132,348,26.159668,79,49.429901,13,0,FLOWERS TIDE,3,4062880,262,,,,21,7
341,"B,LENGEH",4289,29,PA,139,345,26.290882,85,54.970135,7,0,SANA,7,727619,63,,,,28,20
281,KARAN FIELD,4200,28,TV,132,320,27.702864,90,50.017246,29,0,RAWABI 502,3,5350574,27,,,,23,20
255,DOL-2,3821,29,MH,132,324,26.212666,83,52.133327,18,0,SEACOR ALPS,3,759164,3,,,,18,14
120,RU ROV,3709,28,TZ,9,0,25.975868,106,53.189854,108,0,RODION OSLYABYA,7,700823,32,,,,16,6
40,LAM 22,3540,40,TM,132,353,39.439602,72,52.839081,20,,PALWAN,3,872332,2,,,,19,8
,SG,3500,30,SG,147,,28.516886,71,49.535542,37,,ARABDRILL 110,3,7354672,1,,,,69,32
17,TO ORDER,3476,1316,RU,9,22,39.197765,113,49.310284,100,0,GALAN,7,402693,76,,,,13,9
145,AMIRABAD,3263,28,IR,9,145,39.882027,108,52.72794,109,0,PARNA,7,148515,75,,,,15,0
358,AZERI FIELD,3240,36,AZ,132,350,40.199242,73,50.844837,0,0,JABRAYIL,3,758029,10,,,,16,0
269,SAHIL LIMANI,3060,30,AZ,132,279,40.155083,78,50.459167,25,0,CASPIAN ENDEAVOUR,3,659288,80,,,,17,9
271,PS-1,3000,34,QA,132,215,25.666735,64,52.411942,17,0,HALUL 44,3,2112266,0,,,,16,8
227,ZULUF,2946,53,MH,27,310,28.510427,123,49.228409,22,,TOPAZ VOLGA,7,5602691,0,,,,16,8
104,DAR ASSALAM,2870,80,KM,6,,24.588512,79,59.324482,65,,SEA LORD,7,419107,65,,,,13,7
91,FREE PORT,2608,28,AE,2,90,24.678148,70,53.645832,17,,ADNOC A12,3,3414545,86,,,,16,14
273,SFNY,2454,262,SG,132,,28.06496,65,48.781216,51,,POSH GEMSBOK,3,5187848,0,,,,18,1
246,BERRI OILFIELD,2453,30,SG,132,,27.223553,65,49.657761,51,,POSH IMPALA,3,5276031,0,,,,18,1
282,KHARK,2365,473,PA,147,,29.195063,59,50.254341,23,,DCI 1,3,464898,0,,,,55,23
64,HALUL ISLAND,2200,30,LR,2,317,25.385101,65,52.442432,17,0,FOG 10,3,679117,4,,,,16,9
77,UMM LULU FIEID,2049,164,AE,132,304,24.42112,61,54.086727,9,8,ADNOC S06,3,358624,217,,,,14,8
266,TANAJIB,2000,63,SA,132,148,28.157007,59,48.684898,13,,JANA 37,3,4058173,2,,,,13,6
287,UMM.SHAIF/FLD,1900,30,AE,52,288,25.109785,65,53.738529,15,-33,ADNOC A02,3,733159,63,,,,16,10
,GHASA FIELD,1741,32,TG,132,14,24.382299,59,53.388153,30,,AMS ONYX,3,726017,1,,,,14,7
163,ACG YATAGI,1671,39,AZ,132,153,40.11517,61,51.263012,18,,CASPIAN PROTECTOR,3,659236,37,,,,16,7
213,DALMA,1640,29,AE,2,218,24.810419,65,52.669289,11,0,ADNOC A11,3,5535111,81,,,,16,10
163,LAM FIELD,1587,42,TM,54,164,38.807468,63,52.967373,14,-30,ASMAN,3,467417,80,,,,16,11
281,KISH ISLAND,1475,1169,IR,132,270,26.568161,58,54.004139,10,0,DELNIA1,3,698576,0,,,,14,3
251,LAMFILD,1392,28,TM,132,,39.433022,58,52.699707,15,,ILK RYSGAL,3,731803,8,,,,14,7
300,SILA,1380,28,PA,82,252,24.154167,65,51.987148,59,0,MAYAN,3,7527742,0,,,,14,5
208,,1361,34,IR,82,,26.521507,64,56.024014,50,,ARMITAN,3,658093,76,,,,15,7
46,LIVANOVA FIELD,1359,28,TM,132,,39.574593,59,52.528408,14,,ILK CILAVUZ,3,731547,81,,,,14,9
173,HAIL&GHASHA,1356,108,MY,132,13,24.205057,60,52.928612,30,0,KEYFIELD AULIA,3,1899303,8,,,,15,7
,HE BCB,1352,29,TZ,9,,26.707741,61,54.283218,52,,EDRIS,7,7135237,0,,,,12,6
356,CLASS B,1200,659,PA,132,,29.78097,52,50.243961,0,,NUEVO LEON,3,466575,22,,,,12,0
173,AMIRABAD,1160,280,RU,9,171,38.775284,82,52.977699,42,-708,VTS 1,7,345849,68,,,,11,10
295,BUSHEHR,1123,38,IR,9,,27.157808,56,52.857483,40,,SHADAB,7,657658,76,,,,7,5
83,VALANTENO,1109,1049,NL,73,,30.561462,57,47.791779,47,,DOHUK,3,266798,0,,,,12,1
167,,,497,,,,30.561501,,47.791801,,,[SAT-AIS],3,TVRJMk5qWTNNVEkyTmpZM01USTJOZz09LXRZejlFMUxyZ2lUZUZvNjl3RjlINHc9PQ==,0,Moored,3,Tugs & Special Craft,,
0,JASK <<OMAN,1000,1322,IR,82,,26.528219,49,57.074169,0,,NABAVI 2,3,658767,0,,,,14,0
0,BND.JASK<SUWAIQ.OMAN,1000,34,IR,82,,25.646797,49,57.767269,47,,LCT AMIR ABBAS 1,3,658583,0,,,,15,7
320,IRAN*QATAR,1000,35,IR,82,,27.855116,50,51.240261,0,,MORVARID DAYER,3,657611,79,,,,12,0
92,AL RUWAI,1000,33,IR,82,,27.828838,50,51.924858,30,,LIAN 110,3,1068256,0,,,,14,7
97,BUNDUQ FIELD,800,795,VC,28,333,25.089584,50,52.652508,5,,OFCO RESOLUTION,3,727818,8,,,,13,6
134,CHURNA,754,30,PK,54,,24.906267,48,66.615463,11,,LAMNALCO CHAIKA,3,348271,3,,,,12,3
236,,700,771,IR,54,,29.777332,53,50.251564,42,,ESALAT,3,6948699,3,,,,6,4
252,ABU ABYAD,630,29,AE,27,,24.117872,50,53.91,37,,LCT BAAYA 1,7,681504,0,,,,10,7
,,549,84,IR,82,,27.168129,50,56.26474,25,,OMID POL,3,705286,0,,,,12,6
201,AL MIRFA,302,30,AE,82,,24.107994,49,53.489346,49,,LCT REEM MAY,3,681421,17,,,,14,3
,OFFSHOR,220,372,IR,54,,29.931227,30,49.694466,9,,GHODOOS,3,5131641,8,,,,8,4
123,DMC PORT UAE,124,29,PA,33,128,25.447592,41,53.964104,21,0,STANFORD NIGER,3,3560120,108,,,,7,4
145,A,0,46,AE,106,,28.579283,93,52.690849,58,,SHUWEHAT,3,1600325,365,,,,62,30
191,RAS TANURAH,0,36,CY,101,,26.703598,31,50.275272,20,,MEIBION ISLAND,3,125142,64,,,,11,4
198,,0,30,PA,106,,26.104496,70,52.141979,20,,LAFFAN,3,899163,0,,,,76,30
7,CLASS B,,768,IR,,,22.353031,10,60.078949,5,,AL YAHYA 1 94,0,9628649,81,,,,10,5
67,FISING,,654,IR,,,28.42149,0,50.882645,0,,SEA LAMBO,2,9630690,78,,,,0,0
,,,36,SA,,,25.746305,23,50.199306,0,,BASE,3,4687677,0,,,,7,0
,,,39,IR,,,30.191467,0,48.413052,0,0,GREEN 107,1,9459874,,,,,0,0
334,CLASS B,,327,KW,,,29.720606,0,48.106133,14,,447006951,3,9575269,10,,,,0,0
88,CLASS B,,194,QA,,,27.310078,17,53.196457,3,,BIRD 7,6,3477959,715,,,,7,4
150,,,594,,,,23.243334,,68.605003,,,[SAT-AIS],0,TXpZeU9UVTNNell5T1RVM016WXlPUT09LURiaGpBYW0rRm5vU2ZkVU5EQThaNkE9PQ==,0,Underway using Engine,0,Unspecified Ship,,
211,CLASS B,,675,IR,,,25.460157,10,58.685242,5,,ISLAMI NET 2 79,0,9595589,0,,,,10,5
275,CLASS B,,306,IR,,,28.611618,26,50.835304,16,,DANEYAL,2,7986883,65,,,,6,4
276,,,678,AE,,,23.224524,10,58.969692,0,,MELITI VII,3,8599055,45,,,,5,0
,,,1425,AZ,,,41.933334,129,48.799999,0,0,BAKU TRF VHF CH16 67,1,6941454,,,,,0,0
,,,29,--,,,41.694759,0,48.756351,,,VTS 4237000,0,3237693,,,,,0,
231,,,713,QA,,,25.058739,0,51.706787,0,,NQAF267,0,8892375,1430,,,,0,0
117,,,631,IR,,,25.517372,22,58.304241,11,,ALAH MADAD 1,7,7830527,58,,,,7,4
,,,202,--,,,41.048077,0,49.037914,,,VTS 4236000,0,3236289,,,,,0,
11,CLASS B,,771,GB,,,25.882788,10,57.271069,5,,ARMIN 1 65,0,8946200,1,,,,10,5
229,BANDARABASS,,33,IR,82,,26.676971,48,55.273106,8,,ANIS10,3,658497,64,,,,12,6
,RAS QUMAIS,,109,AE,,,24.383108,63,51.579025,33,,AL QAFFAY 2,7,5428576,0,,,,11,5
,,,118,SA,,,25.989096,0,50.063393,,,VTS 994031004,0,5674135,,,,,0,
,,,53,--,,,39.294853,0,49.2341,,,VTS 4235000,0,3388974,,,,,0,
288,CLASS B,,145,IR,,,25.30138,23,59.410065,21,,EHSAN SHARIF,2,8136400,8,,,,8,6
272,CLASS B,,1146,--,,,24.559015,18,51.467213,0,,SAI YANG DIAN ZI,7,8802761,0,,,,5,0
,CLASS B,,65,SA,,,25.2777,0,50.522961,0,,SL168 005 9V,0,5878362,,,,,0,0
